,molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,base_rdkit_smiles,molecular_weight
18891,CHEMBL2048199,CCCCNC(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,IC50,'=',6000.0,nM,5.22,CCCCNC(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,445.52
18892,CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,IC50,'=',318.0,nM,6.5,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,314.37
18961,CHEMBL189785,Cc1[nH]c2ccc(OC(F)(F)F)cc2c1Cc1cccc(O[C@@H](C)C(=O)O)c1,IC50,'=',50.0,nM,7.3,Cc1[nH]c2ccc(OC(F)(F)F)cc2c1Cc1cccc(O[C@@H](C)C(=O)O)c1,393.36
18974,CHEMBL1090211,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3oc(-c4ccc(Cl)cc4)nc3C)c2)cc1,IC50,'=',3400.0,nM,5.47,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3oc(-c4ccc(Cl)cc4)nc3C)c2)cc1,520.97
18975,CHEMBL520513,O=C(CCc1cn2c(n1)sc1cc(O)ccc12)NC1=C(C(=O)O)CCCC1,IC50,'=',12000.0,nM,4.92,O=C(CCc1cn2c(n1)sc1cc(O)ccc12)NC1=C(C(=O)O)CCCC1,385.45
18976,CHEMBL4459015,CN(C)C(=O)COc1ccccc1C1C(C(=O)C(C)(C)C)=C(O)C(=O)N1c1ccc(-c2ccsc2)cc1,IC50,'=',18000.0,nM,4.75,CN(C)C(=O)COc1ccccc1C1C(C(=O)C(C)(C)C)=C(O)C(=O)N1c1ccc(-c2ccsc2)cc1,518.64
18978,CHEMBL436483,O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,IC50,'=',20000.0,nM,4.7,O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,422.42
18979,CHEMBL4077859,C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,IC50,'=',29100.0,nM,4.54,C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,436.42
18981,CHEMBL162383,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,IC50,'=',4500.0,nM,5.35,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,423.52
18983,CHEMBL3664641,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CC(C)(C)NS(C)(=O)=O)(c2ccccc2)OC1=O,IC50,'=',16100.0,nM,4.79,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CC(C)(C)NS(C)(=O)=O)(c2ccccc2)OC1=O,537.68
18984,CHEMBL3664673,C[C@@H](c1ccc(-c2ccc(=O)n(CC(F)(F)F)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',41000.0,nM,4.39,C[C@@H](c1ccc(-c2ccc(=O)n(CC(F)(F)F)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,528.57
18985,CHEMBL4470763,CC(C)COc1ncc(-c2cc(F)c(C(=O)NS(C)(=O)=O)cc2F)cc1Cl,IC50,'=',34700.0,nM,4.46,CC(C)COc1ncc(-c2cc(F)c(C(=O)NS(C)(=O)=O)cc2F)cc1Cl,418.85
18986,CHEMBL4469805,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,IC50,'=',49600.0,nM,4.3,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,486.86
18989,CHEMBL4469805,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,IC50,'=',45300.0,nM,4.34,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,486.86
18997,CHEMBL4470763,CC(C)COc1ncc(-c2cc(F)c(C(=O)NS(C)(=O)=O)cc2F)cc1Cl,IC50,'=',34100.0,nM,4.47,CC(C)COc1ncc(-c2cc(F)c(C(=O)NS(C)(=O)=O)cc2F)cc1Cl,418.85
19016,CHEMBL252887,CC(C)(c1cc(-c2cccc(-c3ccc(CCC(=O)O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,IC50,'=',9800.0,nM,5.01,CC(C)(c1cc(-c2cccc(-c3ccc(CCC(=O)O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,473.59
19021,CHEMBL4082366,CC(C)(O)CC(=O)N1CCC(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,IC50,'=',8400.0,nM,5.08,CC(C)(O)CC(=O)N1CCC(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,421.54
19040,CHEMBL3664719,C#CC(C)(C)C[C@]1(c2ccccc2)CCN([C@@H](C)c2ccc(-c3ccc(=O)[nH]c3)cc2)C(=O)O1,IC50,'=',17000.0,nM,4.77,C#CC(C)(C)C[C@]1(c2ccccc2)CCN([C@@H](C)c2ccc(-c3ccc(=O)[nH]c3)cc2)C(=O)O1,454.57
19041,CHEMBL3664682,COC[C@]1(c2ccccc2)CCN([C@@H](C)c2ccc(-c3ccn(C)c(=O)c3)cc2)C(=O)O1,IC50,'=',39000.0,nM,4.41,COC[C@]1(c2ccccc2)CCN([C@@H](C)c2ccc(-c3ccn(C)c(=O)c3)cc2)C(=O)O1,432.52
19049,CHEMBL4112279,COCc1nc(C)nn1-c1cc(C2C[C@H]2c2nc3ccccc3n2C)nc(C)n1,IC50,'=',46000.0,nM,4.34,COCc1nc(C)nn1-c1cc(C2C[C@H]2c2nc3ccccc3n2C)nc(C)n1,389.46
19052,CHEMBL475817,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,IC50,'=',700.0,nM,6.16,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,469.25
19059,CHEMBL466191,CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,IC50,'=',40000.0,nM,4.4,CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,422.36
19073,CHEMBL2420620,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cc2cnccc2[nH]1,IC50,'=',60.0,nM,7.22,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cc2cnccc2[nH]1,427.43
19078,CHEMBL477611,Cc1n[nH]c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12,IC50,'=',700.0,nM,6.16,Cc1n[nH]c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12,409.48
19079,CHEMBL1271218,NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4ncccc4C(F)(F)F)C1)C(C3)C2,IC50,'=',9400.0,nM,5.03,NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4ncccc4C(F)(F)F)C1)C(C3)C2,452.48
19081,CHEMBL1080982,Cc1cccc(C)c1CNc1nc(N2CCOCC2=O)cc2c(C)c(C)n(CCO)c12,IC50,'=',13000.0,nM,4.89,Cc1cccc(C)c1CNc1nc(N2CCOCC2=O)cc2c(C)c(C)n(CCO)c12,422.53
19085,CHEMBL512283,C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,IC50,'=',1300.0,nM,5.89,C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,416.76
19093,CHEMBL1784171,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)O)cc1,IC50,'=',15848.93,nM,4.8,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)O)cc1,384.45
19101,CHEMBL475045,CNc1ccc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)cn1,IC50,'=',4900.0,nM,5.31,CNc1ccc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)cn1,427.51
19105,CHEMBL2441342,Cn1cc(-c2ccc3c(c2F)CCN3C(=O)Cc2cccc(C(F)(F)F)n2)c2c(N)ncnc21,IC50,'=',19200.0,nM,4.72,Cn1cc(-c2ccc3c(c2F)CCN3C(=O)Cc2cccc(C(F)(F)F)n2)c2c(N)ncnc21,470.43
19109,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,IC50,'=',29000.0,nM,4.54,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,297.42
19112,CHEMBL3422018,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,IC50,'=',13000.0,nM,4.89,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,422.54
19116,CHEMBL3092195,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,IC50,'=',19000.0,nM,4.72,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,470.48
19118,CHEMBL475822,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](COC(C)(C)C)C(=O)O)c(C)c1,IC50,'=',6000.0,nM,5.22,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](COC(C)(C)C)C(=O)O)c(C)c1,491.59
19119,CHEMBL473850,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC(C)C)c(C)c1,IC50,'=',14000.0,nM,4.85,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC(C)C)c(C)c1,491.59
19166,CHEMBL1098560,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccsc3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,IC50,'=',3900.0,nM,5.41,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccsc3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,630.76
19167,CHEMBL1094349,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccccc3F)c2)c1CCC(=O)O,IC50,'=',7600.0,nM,5.12,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccccc3F)c2)c1CCC(=O)O,642.72
19168,CHEMBL219861,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,IC50,'=',13000.0,nM,4.89,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,494.57
19223,CHEMBL3142316,CN1CC=C(c2c[nH]c3cc(NC(=N)c4cccs4)ccc23)CC1.Cl.Cl,IC50,'=',72700.0,nM,4.14,CN1CC=C(c2c[nH]c3cc(NC(=N)c4cccs4)ccc23)CC1,409.39
19224,CHEMBL2018907,CCCCCCSc1nc2cc(OC)ccc2[nH]1,IC50,'=',2920.0,nM,5.54,CCCCCCSc1nc2cc(OC)ccc2[nH]1,264.39
19226,CHEMBL485326,O=C(CCc1noc2c1CCc1cc(O)ccc1-2)NC1=C(C(=O)O)CCC1,IC50,'=',47000.0,nM,4.33,O=C(CCc1noc2c1CCc1cc(O)ccc1-2)NC1=C(C(=O)O)CCC1,368.39
19234,CHEMBL2019022,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,IC50,'=',550.0,nM,6.26,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,271.35
19239,CHEMBL2387501,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(Cl)cccc3C(F)(F)F)nc12,IC50,'=',9800.0,nM,5.01,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(Cl)cccc3C(F)(F)F)nc12,439.82
19247,CHEMBL2387595,CCCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,IC50,'=',24000.0,nM,4.62,CCCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,337.81
19269,CHEMBL2392694,CNc1nc(-c2ccccc2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,IC50,'=',1800.0,nM,5.75,CNc1nc(-c2ccccc2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,470.5
19270,CHEMBL2069801,O=C(NCc1ccncc1)c1nc(CS(=O)(=O)c2ccccc2)no1,IC50,'=',2200.0,nM,5.66,O=C(NCc1ccncc1)c1nc(CS(=O)(=O)c2ccccc2)no1,358.38
19273,CHEMBL2392695,Cc1nc(N(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,IC50,'=',10000.0,nM,5.0,Cc1nc(N(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,422.45
19276,CHEMBL1649657,O=C(N1CCCC1)C(F)(F)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,IC50,'=',4000.0,nM,5.4,O=C(N1CCCC1)C(F)(F)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,413.39
19278,CHEMBL602745,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',870.0,nM,6.06,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,424.35
19279,CHEMBL592289,COC(=O)N1CC[C@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',1400.0,nM,5.85,COC(=O)N1CC[C@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)C1,387.84
19280,CHEMBL475765,CCC[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)O,IC50,'=',8400.0,nM,5.08,CCC[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)O,447.54
19298,CHEMBL3127525,O=C(Nc1ccc(S(=O)(=O)N2CC3CCC(C2)O3)cc1)[C@@H]1C[C@H]1c1cccnc1,IC50,'=',7800.0,nM,5.11,O=C(Nc1ccc(S(=O)(=O)N2CC3CCC(C2)O3)cc1)[C@@H]1C[C@H]1c1cccnc1,413.5
19308,CHEMBL1807440,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,IC50,'=',350.0,nM,6.46,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,564.62
19352,CHEMBL3298837,CCc1nc2cc(Cl)ccn2c1C(=O)NCc1ccc(N2CCN(c3ccc(OC(F)(F)F)cc3)CC2)cc1,IC50,'=',170.0,nM,6.77,CCc1nc2cc(Cl)ccn2c1C(=O)NCc1ccc(N2CCN(c3ccc(OC(F)(F)F)cc3)CC2)cc1,558.0
19353,CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IC50,'=',3000.0,nM,5.52,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,440.46
19355,CHEMBL2323073,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cccnn1,IC50,'=',321.0,nM,6.49,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cccnn1,504.48
19357,CHEMBL236163,Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1-c1ccc(O)cc1,IC50,'=',15000.0,nM,4.82,Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1-c1ccc(O)cc1,365.39
19384,CHEMBL4570567,Cc1cc(-c2nc(-c3cccnc3)cc(N3CCC(N4CCOCC4)CC3)n2)cc(C)n1,IC50,'=',82000.0,nM,4.09,Cc1cc(-c2nc(-c3cccnc3)cc(N3CCC(N4CCOCC4)CC3)n2)cc(C)n1,430.56
19392,CHEMBL1089270,C[C@@H](O[C@H]1CN2C(=O)C=C(C3=CCN(C(C)(C)C)CC3)CC2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,IC50,'=',36500.0,nM,4.44,C[C@@H](O[C@H]1CN2C(=O)C=C(C3=CCN(C(C)(C)C)CC3)CC2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,624.64
19397,CHEMBL1649654,CN(CCc1ccccc1)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,IC50,'=',1000.0,nM,6.0,CN(CCc1ccccc1)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,427.47
19407,CHEMBL150653,CCCCOc1ccc(-c2ccccn2)cc1,IC50,'=',26400.0,nM,4.58,CCCCOc1ccc(-c2ccccn2)cc1,227.31
19408,CHEMBL4160748,COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)c(F)c1F,IC50,'=',24700.0,nM,4.61,COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)c(F)c1F,357.28
19410,CHEMBL2393168,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CCNC(C(F)(F)F)CC2)cc1,IC50,'=',110.0,nM,6.96,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CCNC(C(F)(F)F)CC2)cc1,457.48
19412,CHEMBL2393186,O=C(NCc1cccnn1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,IC50,'=',515.0,nM,6.29,O=C(NCc1cccnn1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,368.42
19415,CHEMBL421841,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,IC50,'=',7400.0,nM,5.13,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,405.53
19418,CHEMBL3359844,CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(CCCC(=O)O)C4)no2)cc1Cl,IC50,'=',27000.0,nM,4.57,CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(CCCC(=O)O)C4)no2)cc1Cl,471.94
19419,CHEMBL4582168,CCc1nc(-c2ncc(OC)cn2)n(-c2cccc(C(=O)NCCCCc3ccccc3)c2)n1,IC50,'=',20480.0,nM,4.69,CCc1nc(-c2ncc(OC)cn2)n(-c2cccc(C(=O)NCCCCc3ccccc3)c2)n1,456.55
19440,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,IC50,'=',7100.0,nM,5.15,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,646.74
19443,CHEMBL1091218,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1,IC50,'=',4400.0,nM,5.36,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1,554.52
19486,CHEMBL2347417,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCN4CC(C#N)C4)c4ccc(OC(F)F)cc34)nc12,IC50,'=',5000.0,nM,5.3,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCN4CC(C#N)C4)c4ccc(OC(F)F)cc34)nc12,522.56
19489,CHEMBL4438972,Nc1ncc(C(=O)NC2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cn1,IC50,'=',6.5,nM,8.19,Nc1ncc(C(=O)NC2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cn1,469.47
19538,CHEMBL2387605,O=c1[nH]c2cc(-c3cccnc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,IC50,'=',25000.0,nM,4.6,O=c1[nH]c2cc(-c3cccnc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,372.82
19539,CHEMBL1934810,O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,IC50,'=',700.0,nM,6.16,O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,374.63
19548,CHEMBL377852,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,IC50,'=',6500.0,nM,5.19,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,417.89
19560,CHEMBL197202,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,IC50,'=',4700.0,nM,5.33,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,336.36
19561,CHEMBL207577,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,IC50,'=',5700.0,nM,5.24,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,404.89
19563,CHEMBL231334,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,IC50,'=',47000.0,nM,4.33,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,372.53
19564,CHEMBL3664716,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,IC50,'=',12100.0,nM,4.92,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,446.55
19644,CHEMBL1287846,COc1cccc2c(C(=O)N3CCN4CCCC[C@H]4C3)cn(CC3CCCCC3)c12,IC50,'=',12000.0,nM,4.92,COc1cccc2c(C(=O)N3CCN4CCCC[C@H]4C3)cn(CC3CCCCC3)c12,409.57
19645,CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,IC50,'=',4200.0,nM,5.38,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,314.37
19646,CHEMBL3639635,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)C#N)(c2ccccc2)OC1=O,IC50,'=',11000.0,nM,4.96,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)C#N)(c2ccccc2)OC1=O,469.59
19659,CHEMBL2419505,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1,IC50,'=',50.0,nM,7.3,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1,393.47
19668,CHEMBL2316386,C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC2CCC2)c2ccccc12,IC50,'=',6700.0,nM,5.17,C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC2CCC2)c2ccccc12,539.65
19674,CHEMBL3408192,O=C1NCCC12CCN(c1c(Cl)cncc1-c1ccc(N3CCOCC3)cc1)CC2,IC50,'=',2900.0,nM,5.54,O=C1NCCC12CCN(c1c(Cl)cncc1-c1ccc(N3CCOCC3)cc1)CC2,426.95
19679,CHEMBL2177587,CN1C[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)[C@@H](C(=O)Nc2ccc(Cl)cc2)C1,IC50,'=',29000.0,nM,4.54,CN1C[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)[C@@H](C(=O)Nc2ccc(Cl)cc2)C1,474.99
19684,CHEMBL3422015,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,IC50,'=',14000.0,nM,4.85,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,433.54
19687,CHEMBL3664694,C[C@@H](c1ccc(-c2ccc(=O)n(C3CC3)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',38000.0,nM,4.42,C[C@@H](c1ccc(-c2ccc(=O)n(C3CC3)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,486.61
19691,CHEMBL3664715,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',24800.0,nM,4.61,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,460.57
19694,CHEMBL4211628,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,IC50,'=',11500.0,nM,4.94,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,527.4
19705,CHEMBL2316379,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,IC50,'=',660.0,nM,6.18,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,470.53
19718,CHEMBL1800911,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,IC50,'=',10000.0,nM,5.0,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,360.46
19848,CHEMBL4579215,COC(=O)c1ccc(CNC(=O)c2ccc3nc(N)sc3c2)cc1,IC50,'=',10000.0,nM,5.0,COC(=O)c1ccc(CNC(=O)c2ccc3nc(N)sc3c2)cc1,341.39
19855,CHEMBL3115180,CC(C)c1nc(CN(C)C(=O)N[C@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,'=',8000.0,nM,5.1,CC(C)c1nc(CN(C)C(=O)N[C@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,776.04
